Id,Expected
1061,0
1062,0
1063,1
1064,0
1065,0
1066,1
1067,1
1068,0
1069,1
1070,0
1071,1
1072,0
1073,1
1074,1
1075,0
1076,0
1077,0
1078,1
1079,1
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,1
1088,1
1089,1
1090,0
1091,1
1092,0
1093,1
1094,0
1095,0
1096,1
1097,0
1098,0
1099,1
1100,1
1101,1
1102,0
1103,0
1104,0
1105,0
1106,0
1107,1
1108,0
1109,1
1110,0
1111,0
1112,1
1113,1
1114,0
1115,0
1116,1
1117,0
1118,0
1119,0
1120,1
1121,1
1122,0
1123,0
1124,0
1125,1
1126,1
1127,0
1128,1
1129,1
1130,0
1131,0
1132,0
1133,1
1134,1
1135,0
1136,0
1137,0
1138,1
1139,1
1140,0
1141,0
1142,0
1143,0
1144,0
1145,1
1146,0
1147,1
1148,0
1149,1
1150,0
1151,0
1152,1
1153,0
1154,0
1155,1
1156,1
1157,1
1158,1
1159,1
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,1
1172,1
1173,1
1174,1
1175,0
1176,0
1177,1
1178,1
1179,0
1180,1
1181,0
1182,0
1183,1
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,1
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,1
1198,0
1199,0
1200,0
1201,1
1202,0
1203,0
1204,0
1205,1
1206,1
1207,1
1208,0
1209,1
1210,1
1211,1
1212,0
1213,0
1214,1
1215,1
1216,0
1217,0
1218,1
1219,0
1220,0
1221,0
1222,1
1223,0
1224,0
1225,0
1226,1
1227,0
1228,0
1229,0
1230,0
1231,1
1232,1
1233,1
1234,1
1235,0
1236,0
1237,0
1238,1
1239,0
1240,1
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,1
1249,0
1250,1
1251,0
1252,0
1253,1
1254,0
1255,0
1256,0
1257,0
1258,0
1259,1
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,1
1269,0
1270,0
1271,1
1272,0
1273,0
1274,0
1275,0
1276,0
1277,1
1278,0
1279,0
1280,0
1281,1
1282,1
1283,0
1284,0
1285,1
1286,1
1287,1
1288,0
1289,1
1290,1
1291,0
1292,0
1293,1
1294,0
1295,1
1296,1
1297,0
1298,0
1299,0
1300,0
1301,0
1302,1
1303,0
1304,1
1305,1
1306,1
1307,0
1308,1
1309,0
1310,1
1311,1
1312,1
1313,0
1314,1
1315,1
1316,0
1317,1
1318,1
1319,0
1320,1
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,1
1328,0
1329,0
1330,1
1331,1
1332,1
1333,0
1334,0
1335,1
1336,1
1337,1
1338,0
1339,1
1340,1
1341,1
1342,1
1343,0
1344,1
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,1
1356,0
1357,1
1358,0
1359,1
1360,0
1361,0
1362,0
1363,0
1364,0
1365,1
1366,1
1367,1
1368,1
1369,0
1370,0
1371,1
1372,0
1373,0
1374,0
1375,0
1376,1
1377,0
1378,0
1379,1
1380,0
1381,0
1382,1
1383,1
1384,0
1385,0
1386,1
1387,0
1388,1
1389,0
1390,1
1391,0
1392,0
1393,0
1394,0
1395,1
1396,1
1397,0
1398,1
1399,0
1400,1
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,1
1410,0
1411,1
1412,1
1413,1
1414,0
1415,1
1416,1
1417,1
1418,0
1419,0
1420,0
1421,1
1422,0
1423,1
1424,1
1425,0
1426,0
1427,1
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,1
1436,0
1437,1
1438,1
1439,1
1440,0
1441,1
1442,0
1443,1
1444,0
1445,1
1446,1
1447,0
1448,0
1449,0
1450,0
1451,0
1452,1
1453,0
1454,1
1455,1
1456,1
1457,0
1458,0
1459,0
1460,1
1461,1
1462,0
1463,0
1464,1
1465,1
1466,0
1467,1
1468,1
1469,0
1470,1
1471,0
1472,1
1473,1
1474,1
1475,0
1476,1
1477,1
1478,1
1479,0
1480,0
1481,0
1482,1
1483,0
1484,1
1485,1
1486,0
1487,1
1488,1
1489,0
1490,1
1491,1
1492,1
1493,1
1494,1
1495,1
1496,0
1497,0
1498,0
1499,1
1500,1
1501,1
1502,1
1503,0
1504,0
1505,0
1506,1
1507,0
1508,0
1509,1
1510,1
1511,0
1512,0
1513,0
1514,1
1515,1
1516,1
1517,0
1518,0
1519,1
1520,1
1521,1
1522,0
1523,0
1524,1
1525,0
1526,1
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,1
1535,0
1536,1
1537,1
1538,1
1539,0
1540,1
1541,0
1542,0
1543,1
1544,1
1545,0
1546,0
1547,1
1548,0
1549,1
1550,0
1551,0
1552,1
1553,1
1554,0
1555,1
1556,0
1557,1
1558,0
1559,1
1560,0
1561,0
1562,1
1563,1
1564,1
1565,1
1566,0
1567,0
1568,1
1569,1
1570,0
1571,0
1572,1
1573,0
1574,0
1575,0
1576,1
1577,0
1578,0
1579,0
1580,1
1581,0
1582,1
1583,1
1584,1
1585,0
1586,0
1587,1
1588,0
1589,1
1590,0
1591,0
1592,0
1593,0
1594,0
1595,1
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,1
1603,1
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,1
1614,1
1615,0
1616,0
1617,1
1618,1
1619,1
1620,0
1621,0
1622,0
1623,0
1624,0
1625,1
1626,0
1627,0
1628,0
1629,0
1630,0
1631,1
1632,1
1633,0
1634,0
1635,1
1636,1
1637,0
1638,0
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1645,1
1646,1
1647,0
1648,1
1649,1
1650,1
1651,0
1652,0
1653,1
1654,0
1655,1
1656,0
1657,1
1658,0
1659,1
1660,1
1661,1
1662,1
1663,0
1664,1
1665,0
1666,0
1667,0
1668,1
1669,0
1670,0
1671,0
1672,1
1673,1
1674,0
1675,1
1676,0
1677,0
1678,1
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,1
1687,0
1688,0
1689,1
1690,0
1691,0
1692,0
1693,0
1694,1
1695,0
1696,0
1697,0
1698,1
1699,1
1700,1
1701,1
1702,0
1703,0
1704,1
1705,0
1706,0
1707,0
1708,0
1709,0
1710,1
1711,0
1712,0
1713,0
1714,0
1715,1
1716,1
1717,0
1718,1
1719,1
1720,0
1721,0
1722,1
1723,0
1724,1
1725,0
1726,0
1727,1
1728,1
1729,0
1730,0
1731,0
1732,0
1733,1
1734,0
1735,1
1736,0
1737,1
1738,1
1739,0
1740,1
1741,1
1742,0
1743,1
1744,0
1745,1
1746,0
1747,0
1748,1
1749,0
1750,0
1751,1
1752,1
1753,1
1754,0
1755,0
1756,0
1757,1
1758,0
1759,1
1760,0
1761,0
1762,0
1763,1
1764,1
1765,0
1766,0
1767,1
1768,0
1769,1
1770,0
1771,0
1772,0
1773,0
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,1
1781,1
1782,0
1783,1
1784,1
1785,0
1786,1
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,1
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,1
1802,1
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,1
1813,1
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,1
1822,0
1823,0
1824,0
1825,1
1826,0
1827,0
1828,0
1829,1
1830,1
1831,0
1832,0
1833,1
1834,0
1835,0
1836,0
1837,1
1838,0
1839,0
1840,0
1841,0
1842,0
1843,1
1844,0
1845,0
1846,1
1847,1
1848,0
1849,0
1850,0
1851,0
1852,0
1853,1
1854,0
1855,1
1856,1
1857,1
1858,1
1859,0
1860,0
1861,1
1862,1
1863,1
1864,0
1865,1
1866,0
1867,0
1868,0
1869,0
1870,0
1871,0
1872,1
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,1
1880,0
1881,0
1882,0
1883,1
1884,1
1885,0
1886,0
1887,1
1888,0
1889,1
1890,0
1891,0
1892,1
1893,1
1894,1
1895,0
1896,1
1897,0
1898,0
1899,0
1900,0
1901,1
1902,1
1903,0
1904,1
1905,0
1906,0
1907,1
1908,1
1909,0
1910,1
1911,0
1912,1
1913,0
1914,1
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,1
1927,0
1928,1
1929,0
1930,0
1931,1
1932,1
1933,0
1934,0
1935,0
1936,1
1937,1
1938,1
1939,1
1940,1
1941,0
1942,0
1943,0
1944,1
1945,1
1946,1
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,1
1954,0
1955,1
1956,1
1957,0
1958,0
1959,1
1960,0
1961,0
1962,1
1963,1
1964,0
1965,1
1966,0
1967,1
1968,1
1969,0
1970,1
1971,1
1972,0
1973,0
1974,0
1975,0
1976,1
1977,0
1978,1
1979,1
1980,0
1981,1
1982,1
1983,0
1984,0
1985,0
1986,1
1987,0
1988,0
1989,0
1990,0
1991,1
1992,1
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,1
2000,0
2001,0
2002,1
2003,0
2004,1
2005,1
2006,0
2007,0
2008,1
2009,0
2010,1
2011,0
2012,0
2013,0
2014,1
2015,1
2016,1
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,1
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,1
2033,1
2034,0
2035,0
2036,1
2037,0
2038,0
2039,1
2040,0
2041,1
2042,0
2043,1
2044,0
2045,0
2046,1
2047,0
2048,0
2049,1
2050,0
2051,0
2052,1
2053,1
2054,1
2055,1
2056,0
2057,0
2058,0
2059,1
2060,1
2061,0
2062,1
2063,1
2064,0
2065,1
2066,1
2067,0
2068,0
2069,0
2070,1
2071,0
2072,1
2073,0
2074,1
2075,0
2076,1
2077,0
2078,0
2079,0
2080,0
2081,0
2082,1
2083,0
2084,1
2085,1
2086,0
2087,0
2088,1
2089,1
2090,0
2091,0
2092,0
2093,0
2094,0
2095,1
2096,0
2097,1
2098,1
2099,0
2100,0
2101,1
2102,0
2103,1
2104,0
2105,0
2106,1
2107,0
2108,1
2109,0
2110,1
2111,0
2112,1
2113,0
2114,0
2115,1
2116,0
2117,1
2118,0
2119,1
2120,1
2121,1
2122,0
2123,0
2124,1
2125,1
2126,0
2127,1
2128,1
2129,0
2130,1
2131,0
2132,1
2133,0
2134,0
2135,1
2136,0
2137,1
2138,1
2139,1
2140,1
2141,1
2142,1
2143,0
2144,0
2145,0
2146,1
2147,0
2148,0
2149,1
2150,0
2151,0
2152,1
2153,0
2154,0
2155,0
2156,0
2157,0
2158,1
2159,1
2160,0
2161,0
2162,1
2163,0
2164,0
2165,1
2166,0
2167,1
2168,0
2169,0
2170,0
2171,1
2172,0
2173,0
2174,0
2175,1
2176,1
2177,0
2178,1
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,1
2186,1
2187,1
2188,1
2189,1
2190,1
2191,0
2192,0
2193,1
2194,0
2195,1
2196,0
2197,1
2198,0
2199,0
2200,0
2201,1
2202,0
2203,1
2204,0
2205,1
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,1
2213,1
2214,1
2215,0
2216,0
2217,1
2218,1
2219,1
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,1
2227,0
2228,0
2229,1
2230,1
2231,1
2232,1
2233,0
2234,0
2235,1
2236,0
2237,1
2238,0
2239,0
2240,1
2241,0
2242,0
2243,0
2244,1
2245,0
2246,0
2247,0
2248,0
2249,0
2250,0
2251,1
2252,1
2253,0
2254,0
2255,0
2256,1
2257,0
2258,1
2259,0
2260,1
2261,0
2262,0
2263,0
2264,0
2265,0
2266,1
2267,0
2268,0
2269,1
2270,1
2271,0
2272,1
2273,0
2274,0
2275,0
2276,0
2277,0
2278,1
2279,1
2280,0
2281,0
2282,0
2283,1
2284,0
2285,0
2286,0
2287,0
2288,1
2289,0
2290,0
2291,0
2292,1
2293,0
2294,1
2295,0
2296,0
2297,0
2298,1
2299,0
2300,1
2301,1
2302,0
2303,0
2304,0
2305,1
2306,0
2307,0
2308,0
2309,1
2310,0
2311,0
2312,0
2313,1
2314,0
2315,1
2316,0
2317,1
2318,0
2319,0
2320,0
2321,0
2322,0
2323,1
2324,0
2325,0
2326,1
2327,0
2328,0
2329,1
2330,0
2331,0
2332,0
2333,1
2334,0
2335,0
2336,0
2337,0
2338,1
2339,1
2340,0
2341,0
2342,0
2343,1
2344,1
2345,0
2346,1
2347,1
2348,0
2349,1
2350,0
2351,0
2352,1
2353,1
2354,0
2355,0
2356,1
2357,0
2358,0
2359,1
2360,0
2361,0
2362,0
2363,0
2364,0
2365,1
2366,0
2367,0
2368,1
2369,1
2370,0
2371,1
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,1
2379,1
2380,1
2381,0
2382,0
2383,0
2384,1
2385,0
2386,1
2387,0
2388,0
2389,1
2390,1
2391,1
2392,0
2393,0
2394,0
2395,1
2396,1
2397,1
2398,0
2399,0
2400,1
2401,0
2402,0
2403,0
2404,0
2405,0
2406,1
2407,0
2408,1
2409,0
2410,0
2411,0
2412,1
2413,1
2414,0
2415,0
2416,0
2417,0
2418,0
2419,0
2420,0
2421,1
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,1
2430,0
2431,0
2432,1
2433,0
2434,0
2435,0
2436,1
2437,1
2438,0
2439,0
2440,0
2441,0
2442,1
2443,1
2444,0
2445,0
2446,0
2447,1
2448,1
2449,1
2450,1
2451,1
2452,0
2453,1
2454,0
2455,1
2456,1
2457,1
2458,0
2459,0
2460,1
2461,0
2462,0
2463,1
2464,0
2465,0
2466,1
2467,1
2468,1
2469,1
2470,0
2471,0
2472,0
2473,0
2474,1
2475,0
2476,1
2477,0
2478,0
2479,0
2480,1
2481,1
2482,1
2483,0
2484,1
2485,1
2486,0
2487,0
2488,0
2489,1
2490,0
2491,1
2492,1
2493,0
2494,0
2495,0
2496,0
2497,0
2498,1
2499,1
2500,0
2501,0
2502,0
2503,0
2504,0
2505,0
2506,0
2507,0
2508,0
2509,1
2510,1
2511,0
2512,0
2513,0
2514,1
2515,0
2516,1
2517,1
2518,0
2519,1
2520,0
2521,0
2522,0
2523,1
2524,1
2525,0
2526,1
2527,1
2528,1
2529,0
2530,1
2531,1
2532,0
2533,0
2534,1
2535,1
2536,0
2537,0
2538,1
2539,0
2540,0
2541,0
2542,0
2543,0
2544,1
2545,1
2546,0
2547,0
2548,0
2549,0
2550,1
2551,1
2552,1
2553,0
2554,0
2555,1
2556,1
2557,1
2558,0
2559,1
2560,1
2561,0
2562,1
2563,0
2564,0
2565,0
2566,0
2567,1
2568,1
2569,0
2570,0
2571,0
2572,0
2573,1
2574,1
2575,0
2576,0
2577,0
2578,0
2579,0
2580,1
2581,0
2582,0
2583,0
2584,1
2585,1
2586,1
2587,0
2588,0
2589,0
2590,0
2591,1
2592,0
2593,1
2594,0
2595,0
2596,1
2597,0
2598,0
2599,0
2600,1
2601,0
2602,1
2603,0
2604,1
2605,0
2606,0
2607,0
2608,0
2609,1
2610,0
2611,0
2612,0
2613,1
2614,0
2615,1
2616,1
2617,0
2618,0
2619,1
2620,0
2621,1
2622,1
2623,0
2624,0
2625,1
2626,1
2627,1
2628,1
2629,0
2630,1
2631,0
2632,1
2633,0
2634,0
2635,1
2636,1
2637,1
2638,1
2639,1
2640,0
2641,0
2642,0
2643,1
2644,1
2645,0
2646,0
2647,0
2648,0
2649,1
2650,0
2651,0
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,1
2660,1
2661,0
2662,0
2663,0
2664,0
2665,1
2666,0
2667,0
2668,0
2669,1
2670,0
2671,0
2672,0
2673,0
2674,0
2675,1
2676,1
2677,0
2678,0
2679,0
2680,0
2681,0
2682,1
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2689,1
2690,1
2691,0
2692,1
2693,1
2694,0
2695,0
2696,0
2697,0
2698,1
2699,0
2700,1
2701,1
2702,1
2703,0
2704,1
2705,0
2706,0
2707,0
2708,0
2709,0
2710,0
2711,1
2712,1
2713,1
2714,0
2715,0
2716,1
2717,1
2718,0
2719,1
2720,0
2721,0
2722,1
2723,0
2724,0
2725,1
2726,1
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,1
2737,0
2738,0
2739,1
2740,1
2741,0
2742,1
2743,1
2744,1
2745,0
2746,1
2747,0
2748,1
2749,0
2750,1
2751,1
2752,0
2753,1
2754,0
2755,0
2756,1
2757,1
2758,1
2759,0
2760,1
2761,1
2762,0
2763,0
2764,1
2765,0
2766,0
2767,0
2768,1
2769,1
2770,0
2771,0
2772,0
2773,0
2774,1
2775,0
2776,1
2777,0
2778,0
2779,0
2780,0
2781,1
2782,1
2783,1
2784,1
2785,1
2786,1
2787,0
2788,0
2789,0
2790,1
2791,0
2792,1
2793,1
2794,0
2795,0
2796,0
2797,1
2798,0
2799,0
2800,0
2801,1
2802,0
2803,0
2804,0
2805,1
2806,1
2807,1
2808,0
2809,1
2810,0
2811,1
2812,1
2813,1
2814,1
2815,0
2816,1
2817,0
2818,0
2819,1
2820,0
2821,0
2822,0
2823,0
2824,1
2825,1
2826,1
2827,0
2828,0
2829,0
2830,0
2831,1
2832,1
2833,0
2834,1
2835,0
2836,0
2837,0
2838,0
2839,0
2840,0
2841,1
2842,0
2843,1
2844,0
2845,1
2846,0
2847,1
2848,1
2849,1
2850,0
2851,0
2852,0
2853,0
2854,1
2855,0
2856,0
2857,0
2858,0
2859,0
2860,1
2861,0
2862,1
2863,0
2864,0
2865,0
2866,0
2867,0
2868,1
2869,0
2870,1
2871,0
2872,0
2873,1
2874,0
2875,0
2876,0
2877,1
2878,0
2879,1
2880,0
2881,0
2882,1
2883,0
2884,1
2885,0
2886,0
2887,0
2888,0
2889,1
2890,0
2891,0
2892,1
2893,0
2894,0
2895,1
2896,0
2897,0
2898,1
2899,0
2900,1
2901,1
2902,0
2903,1
2904,0
2905,1
2906,0
2907,0
2908,1
2909,0
2910,1
2911,0
2912,1
2913,0
2914,1
2915,0
2916,0
2917,0
2918,0
2919,1
2920,0
2921,0
2922,0
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,1
2931,0
2932,0
2933,0
2934,0
2935,0
2936,0
2937,1
2938,0
2939,1
2940,1
2941,1
2942,1
2943,0
2944,0
2945,1
2946,1
2947,0
2948,1
2949,1
2950,0
2951,0
2952,1
2953,1
2954,0
2955,0
2956,0
2957,1
2958,0
2959,0
2960,0
2961,0
2962,0
2963,1
2964,0
2965,0
2966,1
2967,0
2968,0
2969,1
2970,0
2971,1
2972,0
2973,0
2974,1
2975,0
2976,1
2977,0
2978,1
2979,0
2980,0
2981,0
2982,1
2983,0
2984,0
2985,0
2986,0
2987,0
2988,0
2989,1
2990,0
2991,0
2992,0
2993,0
2994,1
2995,0
2996,0
