crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b,lstat,Id
0.04544,0.0,3.24,0,0.46,6.144,32.2,5.8736,4,430.0,16.9,368.57,9.09,66
25.0461,0.0,18.1,0,0.693,5.987,100.0,1.5888,24,666.0,20.2,396.9,26.77,67
0.07896,0.0,12.83,0,0.43700000000000006,6.273,6.0,4.2515,5,398.0,18.7,394.92,6.78,68
2.3139,0.0,19.58,0,0.605,5.88,97.3,2.3887,5,403.0,14.7,348.13,12.03,69
0.2498,0.0,21.89,0,0.624,5.857,98.2,1.6686,4,437.0,21.2,392.04,21.32,70
1.00245,0.0,8.14,0,0.5379999999999999,6.6739999999999995,87.3,4.239,4,307.0,21.0,380.23,11.98,71
4.8982199999999985,0.0,18.1,0,0.631,4.97,100.0,1.3325,24,666.0,20.2,375.52,3.26,72
0.51183,0.0,6.2,0,0.507,7.358,71.6,4.148,8,307.0,17.4,390.07,4.73,73
0.8520399999999999,0.0,8.14,0,0.5379999999999999,5.965,89.2,4.0123,4,307.0,21.0,392.53,13.83,74
18.4982,0.0,18.1,0,0.6679999999999999,4.138,100.0,1.137,24,666.0,20.2,396.9,37.97,75
6.65492,0.0,18.1,0,0.713,6.317,83.0,2.7344,24,666.0,20.2,396.9,13.99,76
0.01778,95.0,1.47,0,0.40299999999999997,7.135,13.9,7.6534,3,402.0,17.0,384.3,4.45,77
0.2896,0.0,9.69,0,0.585,5.39,72.9,2.7986,6,391.0,19.2,396.9,21.14,78
0.04011,80.0,1.52,0,0.40399999999999997,7.287000000000001,34.1,7.309,2,329.0,12.6,396.9,4.08,79
0.0459,52.5,5.32,0,0.405,6.315,45.6,7.3172,6,293.0,16.6,396.9,7.6,80
0.053020000000000005,0.0,3.41,0,0.489,7.079,63.1,3.4145,2,270.0,17.8,396.06,5.7,81
0.17783,0.0,9.69,0,0.585,5.569,73.5,2.3999,6,391.0,19.2,395.77,15.1,82
0.15038,0.0,25.65,0,0.581,5.856,97.0,1.9444,2,188.0,19.1,370.31,25.41,83
0.17446,0.0,10.59,1,0.489,5.96,92.1,3.8771,4,277.0,18.6,393.25,17.27,84
0.1146,20.0,6.96,0,0.46399999999999997,6.537999999999999,58.7,3.9175,3,223.0,18.6,394.96,7.73,85
7.05042,0.0,18.1,0,0.614,6.103,85.1,2.0218,24,666.0,20.2,2.52,23.29,86
0.11425,0.0,13.89,1,0.55,6.372999999999999,92.4,3.3633,5,276.0,16.4,393.74,10.5,87
7.40389,0.0,18.1,0,0.597,5.617000000000001,97.9,1.4547,24,666.0,20.2,314.64,26.4,88
3.69695,0.0,18.1,0,0.718,4.963,91.4,1.7523,24,666.0,20.2,316.03,14.0,89
0.01311,90.0,1.22,0,0.40299999999999997,7.249,21.9,8.6966,5,226.0,17.9,395.93,4.81,90
0.17142000000000002,0.0,6.91,0,0.44799999999999995,5.682,33.8,5.1004,3,233.0,17.9,396.9,10.21,91
0.98843,0.0,8.14,0,0.5379999999999999,5.813,100.0,4.0952,4,307.0,21.0,394.54,19.88,92
0.46296,0.0,6.2,0,0.504,7.412000000000001,76.9,3.6715,8,307.0,17.4,376.14,5.25,93
0.05515,33.0,2.18,0,0.47200000000000003,7.236000000000001,41.1,4.022,7,222.0,18.4,393.68,6.93,94
0.01439,60.0,2.93,0,0.401,6.604,18.8,6.2196,1,265.0,15.6,376.7,4.38,95
6.80117,0.0,18.1,0,0.713,6.081,84.4,2.7175,24,666.0,20.2,396.9,14.7,96
0.03584,80.0,3.37,0,0.39799999999999996,6.29,17.8,6.6115,4,337.0,16.1,396.9,4.67,97
0.1029,30.0,4.93,0,0.428,6.358,52.9,7.0355,6,300.0,16.6,372.75,11.22,98
1.49632,0.0,19.58,0,0.871,5.404,100.0,1.5916,5,403.0,14.7,341.6,13.28,99
0.30347,0.0,7.38,0,0.493,6.312,28.9,5.4159,5,287.0,19.6,396.9,6.15,100
0.18337,0.0,27.74,0,0.609,5.414,98.3,1.7554,4,711.0,20.1,344.05,23.97,101
0.07013,0.0,13.89,0,0.55,6.642,85.1,3.4211,5,276.0,16.4,392.78,9.69,102
0.62356,0.0,6.2,1,0.507,6.879,77.7,3.2721,8,307.0,17.4,390.39,9.93,103
1.15172,0.0,8.14,0,0.5379999999999999,5.7010000000000005,95.0,3.7872,4,307.0,21.0,358.77,18.35,104
10.232999999999999,0.0,18.1,0,0.614,6.185,96.7,2.1705,24,666.0,20.2,379.7,18.03,105
0.02875,28.0,15.04,0,0.46399999999999997,6.211,28.9,3.6659,4,270.0,18.2,396.33,6.21,106
8.49213,0.0,18.1,0,0.584,6.348,86.1,2.0527,24,666.0,20.2,83.45,17.64,107
0.07244,60.0,1.69,0,0.41100000000000003,5.8839999999999995,18.5,10.7103,4,411.0,18.3,392.33,7.79,108
15.8744,0.0,18.1,0,0.6709999999999999,6.545,99.1,1.5192,24,666.0,20.2,396.9,21.08,109
0.11747,12.5,7.87,0,0.524,6.0089999999999995,82.9,6.2267,5,311.0,15.2,396.9,13.27,110
0.26938,0.0,9.9,0,0.544,6.266,82.8,3.2628,4,304.0,18.4,393.39,7.9,111
0.04684,0.0,3.41,0,0.489,6.417000000000001,66.1,3.0923,2,270.0,17.8,392.18,8.81,112
0.40771,0.0,6.2,1,0.507,6.164,91.3,3.048,8,307.0,17.4,395.24,21.46,113
5.87205,0.0,18.1,0,0.693,6.405,96.0,1.6768,24,666.0,20.2,396.9,19.37,114
0.04294,28.0,15.04,0,0.46399999999999997,6.249,77.3,3.615,4,270.0,18.2,396.9,10.59,115
0.08244,30.0,4.93,0,0.428,6.481,18.5,6.1899,6,300.0,16.6,379.41,6.36,116
2.01019,0.0,19.58,0,0.605,7.928999999999999,96.2,2.0459,5,403.0,14.7,369.3,3.7,117
28.6558,0.0,18.1,0,0.597,5.155,100.0,1.5894,24,666.0,20.2,210.97,20.08,118
0.17505,0.0,5.96,0,0.499,5.966,30.2,3.8473,5,279.0,19.2,393.43,10.13,119
0.13058,0.0,10.01,0,0.547,5.872000000000001,73.1,2.4775,6,432.0,17.8,338.63,15.37,120
0.12579,45.0,3.44,0,0.43700000000000006,6.556,29.1,4.5667,5,398.0,15.2,382.84,4.56,121
0.03537,34.0,6.09,0,0.433,6.59,40.4,5.4917,7,329.0,16.1,395.75,9.5,122
0.03705,20.0,3.33,0,0.4429,6.968,37.2,5.2447,5,216.0,14.9,392.23,4.59,123
12.8023,0.0,18.1,0,0.74,5.854,96.6,1.8956,24,666.0,20.2,240.52,23.79,124
0.0795,60.0,1.69,0,0.41100000000000003,6.579,35.9,10.7103,4,411.0,18.3,370.78,5.49,125
0.22212,0.0,10.01,0,0.547,6.0920000000000005,95.4,2.548,6,432.0,17.8,396.9,17.09,126
0.1676,0.0,7.38,0,0.493,6.426,52.3,4.5404,5,287.0,19.6,396.9,7.2,127
0.10008,0.0,2.46,0,0.488,6.563,95.6,2.847,3,193.0,17.8,396.9,5.68,128
0.08872999999999999,21.0,5.64,0,0.439,5.962999999999999,45.7,6.8147,4,243.0,16.8,395.56,13.45,129
0.17331,0.0,9.69,0,0.585,5.707000000000001,54.0,2.3817,6,391.0,19.2,396.9,12.01,130
4.87141,0.0,18.1,0,0.614,6.484,93.6,2.3053,24,666.0,20.2,396.21,18.68,131
0.54452,0.0,21.89,0,0.624,6.151,97.9,1.6687,4,437.0,21.2,396.9,18.46,132
6.96215,0.0,18.1,0,0.7,5.712999999999999,97.0,1.9265,24,666.0,20.2,394.43,17.11,133
0.55007,20.0,3.97,0,0.647,7.206,91.6,1.9301,5,264.0,13.0,387.89,8.1,134
0.5401100000000001,20.0,3.97,0,0.647,7.202999999999999,81.8,2.1121,5,264.0,13.0,392.8,9.59,135
0.03768,80.0,1.52,0,0.40399999999999997,7.274,38.3,7.309,2,329.0,12.6,392.2,6.62,136
0.09744,0.0,5.96,0,0.499,5.841,61.4,3.3779,5,279.0,19.2,377.56,11.41,137
1.2074200000000002,0.0,19.58,0,0.605,5.875,94.6,2.4259,5,403.0,14.7,292.29,14.43,138
1.6566,0.0,19.58,0,0.871,6.122000000000001,97.3,1.618,5,403.0,14.7,372.8,14.1,139
0.05425,0.0,4.05,0,0.51,6.315,73.4,3.3175,5,296.0,16.6,395.6,6.29,140
15.8603,0.0,18.1,0,0.679,5.896,95.4,1.9096,24,666.0,20.2,7.68,24.39,141
0.04666,80.0,1.52,0,0.40399999999999997,7.107,36.6,7.309,2,329.0,12.6,354.31,8.61,142
0.06047,0.0,2.46,0,0.488,6.153,68.8,3.2797,3,193.0,17.8,387.11,13.15,143
15.1772,0.0,18.1,0,0.74,6.152,100.0,1.9142,24,666.0,20.2,9.32,26.45,144
0.01965,80.0,1.76,0,0.385,6.23,31.5,9.0892,1,241.0,18.2,341.6,12.93,145
1.22358,0.0,19.58,0,0.605,6.943,97.4,1.8773,5,403.0,14.7,363.43,4.59,146
0.06663999999999999,0.0,4.05,0,0.51,6.546,33.1,3.1323,5,296.0,16.6,390.96,5.33,147
2.44668,0.0,19.58,0,0.871,5.272,94.0,1.7364,5,403.0,14.7,88.63,16.14,148
0.08707000000000001,0.0,12.83,0,0.43700000000000006,6.14,45.8,4.0905,5,398.0,18.7,386.96,10.27,149
0.06911,45.0,3.44,0,0.43700000000000006,6.739,30.8,6.4798,5,398.0,15.2,389.71,4.69,150
0.32264,0.0,21.89,0,0.624,5.942,93.5,1.9669,4,437.0,21.2,378.25,16.9,151
0.06642,0.0,4.05,0,0.51,6.86,74.4,2.9153,5,296.0,16.6,391.27,6.92,152
14.4383,0.0,18.1,0,0.597,6.852,100.0,1.4655,24,666.0,20.2,179.36,19.78,153
8.15174,0.0,18.1,0,0.7,5.39,98.9,1.7281,24,666.0,20.2,396.9,20.85,154
0.88125,0.0,21.89,0,0.624,5.6370000000000005,94.7,1.9799,4,437.0,21.2,396.9,18.34,155
7.36711,0.0,18.1,0,0.679,6.193,78.1,1.9356,24,666.0,20.2,96.73,21.52,156
0.97617,0.0,21.89,0,0.624,5.757000000000001,98.4,2.346,4,437.0,21.2,262.76,17.31,157
9.39063,0.0,18.1,0,0.74,5.627000000000001,93.9,1.8172,24,666.0,20.2,396.9,22.88,158
0.14455,12.5,7.87,0,0.524,6.172000000000001,96.1,5.9505,5,311.0,15.2,396.9,19.15,159
0.10328,25.0,5.13,0,0.45299999999999996,5.9270000000000005,47.2,6.932,8,284.0,19.7,396.9,9.22,160
12.0482,0.0,18.1,0,0.614,5.648,87.6,1.9512,24,666.0,20.2,291.55,14.1,161
0.09266,34.0,6.09,0,0.433,6.495,18.4,5.4917,7,329.0,16.1,383.61,8.67,162
0.09068,45.0,3.44,0,0.43700000000000006,6.9510000000000005,21.5,6.4798,5,398.0,15.2,377.68,5.1,163
0.04337,21.0,5.64,0,0.439,6.115,63.0,6.8147,4,243.0,16.8,393.97,9.43,164
38.3518,0.0,18.1,0,0.693,5.452999999999999,100.0,1.4896,24,666.0,20.2,396.9,30.59,165
0.0837,45.0,3.44,0,0.43700000000000006,7.185,38.9,4.5667,5,398.0,15.2,396.9,5.39,166
13.9134,0.0,18.1,0,0.713,6.207999999999999,95.0,2.2222,24,666.0,20.2,100.63,15.17,167
9.32909,0.0,18.1,0,0.713,6.185,98.7,2.2616,24,666.0,20.2,396.9,18.13,168
0.02729,0.0,7.07,0,0.469,7.185,61.1,4.9671,2,242.0,17.8,392.83,4.03,169
0.13158,0.0,10.01,0,0.547,6.176,72.5,2.7301,6,432.0,17.8,393.3,12.04,170
15.288,0.0,18.1,0,0.6709999999999999,6.649,93.3,1.3449,24,666.0,20.2,363.02,23.24,171
0.0315,95.0,1.47,0,0.40299999999999997,6.975,15.3,7.6534,3,402.0,17.0,396.9,4.56,172
0.76162,20.0,3.97,0,0.647,5.56,62.8,1.9865,5,264.0,13.0,392.4,10.45,173
0.07022,0.0,4.05,0,0.51,6.02,47.2,3.5549,5,296.0,16.6,393.23,10.11,174
0.32543,0.0,21.89,0,0.624,6.431,98.8,1.8125,4,437.0,21.2,396.9,15.39,175
1.25179,0.0,8.14,0,0.5379999999999999,5.57,98.1,3.7979,4,307.0,21.0,376.57,21.02,176
9.18702,0.0,18.1,0,0.7,5.5360000000000005,100.0,1.5804,24,666.0,20.2,396.9,23.6,177
0.09604,40.0,6.41,0,0.447,6.854,42.8,4.2673,4,254.0,17.6,396.9,2.98,178
0.04981,21.0,5.64,0,0.439,5.997999999999999,21.4,6.8147,4,243.0,16.8,396.9,8.43,179
0.01501,80.0,2.01,0,0.435,6.635,29.7,8.344,4,280.0,17.0,390.94,5.99,180
0.28955,0.0,10.59,0,0.489,5.412000000000001,9.8,3.5875,4,277.0,18.6,348.93,29.55,181
0.11432,0.0,8.56,0,0.52,6.781000000000001,71.3,2.8561,5,384.0,20.9,395.58,7.67,182
0.0566,0.0,3.41,0,0.489,7.007000000000001,86.3,3.4217,2,270.0,17.8,396.9,5.5,183
2.3309900000000003,0.0,19.58,0,0.871,5.186,93.8,1.5296,5,403.0,14.7,356.99,28.32,184
0.10084,0.0,10.01,0,0.547,6.715,81.6,2.6775,6,432.0,17.8,395.59,10.16,185
5.82401,0.0,18.1,0,0.532,6.242000000000001,64.7,3.4242,24,666.0,20.2,396.9,10.74,186
0.02009,95.0,2.68,0,0.4161,8.033999999999999,31.9,5.118,4,224.0,14.7,390.55,2.88,187
3.83684,0.0,18.1,0,0.77,6.251,91.1,2.2955,24,666.0,20.2,350.65,14.19,188
67.9208,0.0,18.1,0,0.693,5.683,100.0,1.4254,24,666.0,20.2,384.97,22.98,189
1.38799,0.0,8.14,0,0.5379999999999999,5.95,82.0,3.99,4,307.0,21.0,232.6,27.71,190
0.2909,0.0,21.89,0,0.624,6.1739999999999995,93.6,1.6119,4,437.0,21.2,388.08,24.16,191
7.83932,0.0,18.1,0,0.655,6.209,65.4,2.9634,24,666.0,20.2,396.9,13.22,192
11.8123,0.0,18.1,0,0.718,6.824,76.5,1.794,24,666.0,20.2,48.45,22.74,193
2.37934,0.0,19.58,0,0.871,6.13,100.0,1.4191,5,403.0,14.7,172.91,27.8,194
1.19294,0.0,21.89,0,0.624,6.3260000000000005,97.7,2.271,4,437.0,21.2,396.9,12.26,195
0.24522,0.0,9.9,0,0.544,5.782,71.7,4.0317,4,304.0,18.4,396.9,15.94,196
6.53876,0.0,18.1,1,0.631,7.016,97.5,1.2024,24,666.0,20.2,392.05,2.96,197
45.7461,0.0,18.1,0,0.693,4.519,100.0,1.6582,24,666.0,20.2,88.27,36.98,198
0.04379,80.0,3.37,0,0.39799999999999996,5.787000000000001,31.1,6.6115,4,337.0,16.1,396.9,10.24,199
13.0751,0.0,18.1,0,0.58,5.712999999999999,56.7,2.8237,24,666.0,20.2,396.9,14.76,200
0.09849,0.0,25.65,0,0.581,5.879,95.8,2.0063,2,188.0,19.1,379.38,17.58,201
23.6482,0.0,18.1,0,0.6709999999999999,6.38,96.2,1.3861,24,666.0,20.2,396.9,23.69,202
0.19539,0.0,10.81,0,0.413,6.245,6.2,5.2873,4,305.0,19.2,377.17,7.54,203
0.03502,80.0,4.95,0,0.41100000000000003,6.861000000000001,27.9,5.1167,4,245.0,19.2,396.9,3.33,204
5.669980000000002,0.0,18.1,1,0.631,6.683,96.8,1.3567,24,666.0,20.2,375.33,3.73,205
37.6619,0.0,18.1,0,0.679,6.202000000000001,78.7,1.8629,24,666.0,20.2,18.82,14.52,206
0.29819,0.0,6.2,0,0.504,7.686,17.0,3.3751,8,307.0,17.4,377.51,3.92,207
19.6091,0.0,18.1,0,0.6709999999999999,7.313,97.9,1.3163,24,666.0,20.2,396.9,13.44,208
3.67822,0.0,18.1,0,0.77,5.362,96.2,2.1036,24,666.0,20.2,380.79,10.19,209
0.0351,95.0,2.68,0,0.4161,7.853,33.2,5.118,4,224.0,14.7,392.78,3.81,210
0.09378,12.5,7.87,0,0.524,5.888999999999999,39.0,5.4509,5,311.0,15.2,390.5,15.71,211
5.69175,0.0,18.1,0,0.583,6.114,79.8,3.5459,24,666.0,20.2,392.68,14.98,212
0.09103,0.0,2.46,0,0.488,7.155,92.2,2.7006,3,193.0,17.8,394.12,4.82,213
0.12932000000000002,0.0,13.92,0,0.43700000000000006,6.678,31.1,5.9604,4,289.0,16.0,396.9,6.27,214
0.12204,0.0,2.89,0,0.445,6.625,57.8,3.4952,2,276.0,18.0,357.98,6.65,215
2.73397,0.0,19.58,0,0.871,5.597,94.9,1.5257,5,403.0,14.7,351.85,21.45,216
1.4250200000000002,0.0,19.58,0,0.871,6.51,100.0,1.7659,5,403.0,14.7,364.31,7.39,217
0.11027,25.0,5.13,0,0.45299999999999996,6.456,67.8,7.2255,8,284.0,19.7,396.9,6.73,218
0.22969,0.0,10.59,0,0.489,6.3260000000000005,52.5,4.3549,4,277.0,18.6,394.87,10.97,219
20.7162,0.0,18.1,0,0.659,4.138,100.0,1.1781,24,666.0,20.2,370.22,23.34,220
17.8667,0.0,18.1,0,0.6709999999999999,6.223,100.0,1.3861,24,666.0,20.2,393.74,21.78,221
0.09164,0.0,10.81,0,0.413,6.065,7.8,5.2873,4,305.0,19.2,390.91,5.52,222
0.20608,22.0,5.86,0,0.431,5.593,76.5,7.9549,7,330.0,19.1,372.49,12.5,223
0.38735,0.0,25.65,0,0.581,5.6129999999999995,95.6,1.7572,2,188.0,19.1,359.29,27.26,224
13.3598,0.0,18.1,0,0.693,5.8870000000000005,94.7,1.7821,24,666.0,20.2,396.9,16.35,225
1.80028,0.0,19.58,0,0.605,5.877000000000001,79.2,2.4259,5,403.0,14.7,227.61,12.14,226
2.37857,0.0,18.1,0,0.583,5.871,41.9,3.7239999999999998,24,666.0,20.2,370.73,13.34,227
0.49298,0.0,9.9,0,0.544,6.635,82.5,3.3175,4,304.0,18.4,396.9,4.54,228
0.29916,20.0,6.96,0,0.46399999999999997,5.856,42.1,4.428999999999999,3,223.0,18.6,388.65,13.0,229
0.00632,18.0,2.31,0,0.5379999999999999,6.575,65.2,4.09,1,296.0,15.3,396.9,4.98,230
0.1415,0.0,6.91,0,0.44799999999999995,6.169,6.6,5.7209,3,233.0,17.9,383.37,5.81,231
0.04203,28.0,15.04,0,0.46399999999999997,6.442,53.6,3.6659,4,270.0,18.2,395.01,8.16,232
41.5292,0.0,18.1,0,0.693,5.531000000000001,85.4,1.6074,24,666.0,20.2,329.46,27.38,233
0.18159,0.0,7.38,0,0.493,6.376,54.3,4.5404,5,287.0,19.6,396.9,6.87,234
2.81838,0.0,18.1,0,0.532,5.7620000000000005,40.3,4.0983,24,666.0,20.2,392.92,10.42,235
14.2362,0.0,18.1,0,0.693,6.343,100.0,1.5741,24,666.0,20.2,396.9,20.32,236
7.52601,0.0,18.1,0,0.713,6.417000000000001,98.3,2.185,24,666.0,20.2,304.21,19.31,237
0.25915,0.0,21.89,0,0.624,5.693,96.0,1.7883,4,437.0,21.2,392.11,17.19,238
0.02498,0.0,1.89,0,0.518,6.54,59.7,6.2669,1,422.0,15.9,389.96,8.65,239
0.09512,0.0,12.83,0,0.43700000000000006,6.2860000000000005,45.0,4.5026,5,398.0,18.7,383.23,8.94,240
4.03841,0.0,18.1,0,0.532,6.229,90.7,3.0993,24,666.0,20.2,395.33,12.87,241
0.04297,52.5,5.32,0,0.405,6.565,22.9,7.3172,6,293.0,16.6,371.72,9.51,242
88.9762,0.0,18.1,0,0.6709999999999999,6.968,91.9,1.4165,24,666.0,20.2,396.9,17.21,243
0.08014,0.0,5.96,0,0.499,5.85,41.5,3.9342,5,279.0,19.2,396.9,8.77,244
0.57529,0.0,6.2,0,0.507,8.337,73.3,3.8384,8,307.0,17.4,385.91,2.47,245
4.64689,0.0,18.1,0,0.614,6.98,67.6,2.5329,24,666.0,20.2,374.68,11.66,246
0.11504,0.0,2.89,0,0.445,6.162999999999999,69.6,3.4952,2,276.0,18.0,391.83,11.34,247
2.7797400000000003,0.0,19.58,0,0.871,4.9030000000000005,97.8,1.3459,5,403.0,14.7,396.9,29.29,248
0.5201399999999999,20.0,3.97,0,0.647,8.398,91.5,2.2885,5,264.0,13.0,386.86,5.91,249
11.1081,0.0,18.1,0,0.6679999999999999,4.906000000000001,100.0,1.1742,24,666.0,20.2,396.9,34.77,250
0.26838,0.0,9.69,0,0.585,5.794,70.6,2.8927,6,391.0,19.2,396.9,14.1,251
10.0623,0.0,18.1,0,0.584,6.832999999999999,94.3,2.0882,24,666.0,20.2,81.33,19.69,252
0.05646,0.0,12.83,0,0.43700000000000006,6.232,53.7,5.0141,5,398.0,18.7,386.4,12.34,253
