8.5,1,2010,2,0,12,3484.02
13.7,1,2012,8,3,12,4280.94
8.5,5,2011,1,6,3,2355.74
7.5,1,2015,2,3,9,1531.54
8.5,1,2015,5,2,22,0.0
4.9,1,2010,11,1,6,1190.79
9.7,1,2012,5,1,5,4322.99
12.5,2,2014,10,3,1,3561.29
5.0,6,2013,5,0,15,588.65
7.3,1,2010,6,3,10,1712.66
37.5,1,2013,8,2,2,18769.12
7.7,1,2009,9,1,10,1604.0
8.5,2,2014,12,6,1,2272.25
5.7,1,2009,4,1,10,1095.62
16.0,1,2012,11,5,21,5010.08
37.47,1,2010,3,4,9,10546.17
11.7,1,2009,5,2,19,5219.43
10.1,1,2010,3,4,15,3419.95
7.3,5,2010,1,2,7,3875.21
49.57,1,2010,7,6,17,97.23
4.5,1,2012,8,6,5,725.85
4.0,1,2013,1,2,23,520.48
19.0,1,2014,3,5,12,3753.95
8.5,1,2010,7,6,20,4135.21
5.0,1,2013,10,6,0,694.63
6.5,1,2010,1,3,7,2306.49
7.0,1,2014,1,3,21,1315.52
7.3,2,2009,8,4,23,1576.9
17.3,1,2011,5,6,2,6138.18
12.1,2,2010,12,4,18,4683.46
10.1,1,2011,12,4,11,2115.33
19.5,1,2013,3,2,21,8231.52
5.7,1,2012,6,4,1,884.5
12.9,2,2009,11,6,7,3835.38
29.7,1,2009,10,5,2,13112.91
5.3,2,2011,9,2,10,1730.28
5.5,1,2014,6,4,10,1012.14
8.1,1,2011,9,5,1,3177.82
9.3,1,2012,8,0,12,1945.62
5.0,1,2013,7,4,21,847.86
6.5,3,2013,12,1,17,1270.9
5.3,1,2010,10,5,20,1340.02
4.9,5,2010,4,1,21,0.0
5.5,1,2014,6,5,9,1457.6
11.0,3,2013,9,5,19,2290.51
21.5,1,2013,5,5,0,8289.21
5.5,2,2012,12,6,11,927.01
6.1,1,2012,7,2,17,2867.52
10.0,1,2013,1,6,10,2046.03
11.7,1,2012,4,2,20,240.03
10.1,1,2011,5,0,13,3687.75
6.9,5,2009,8,5,23,2017.64
7.5,1,2013,3,3,8,1009.28
8.5,1,2014,2,3,19,1491.35
6.5,1,2011,5,0,19,1523.46
9.3,1,2011,2,1,6,3620.45
13.5,1,2013,1,3,22,4909.9
5.0,1,2014,3,2,1,1166.46
14.5,1,2013,4,0,8,3953.4
4.9,2,2011,1,0,10,0.0
4.9,1,2010,6,3,12,1022.42
5.7,1,2010,5,2,15,1394.84
3.7,1,2009,2,3,10,818.38
4.9,1,2009,5,4,13,1229.17
4.1,2,2009,11,6,16,650.35
9.5,1,2012,9,4,8,2049.51
12.5,1,2012,8,1,20,4476.85
4.1,1,2010,10,1,16,367.57
7.0,1,2013,3,4,21,2255.93
8.5,2,2013,3,5,12,1273.16
6.9,2,2011,10,5,15,1542.12
10.1,2,2012,1,1,11,2772.58
8.1,1,2011,7,2,7,2999.48
5.3,1,2012,8,5,18,514.95
8.5,1,2014,6,0,7,471.52
10.0,1,2013,3,0,14,1155.14
10.5,1,2015,4,2,13,2362.96
7.7,2,2009,6,4,14,1822.43
6.0,1,2013,5,5,2,731.92
33.7,1,2011,3,3,17,11779.4
4.5,5,2009,5,6,13,1168.75
15.7,1,2011,11,2,13,4284.02
5.7,1,2009,12,1,15,2138.13
6.9,1,2009,3,4,7,1943.72
10.0,1,2014,1,4,6,3226.28
16.0,1,2015,4,1,22,4822.36
23.7,3,2010,2,2,12,12119.54
25.7,1,2012,6,6,12,14033.23
8.0,1,2014,12,2,5,2473.62
10.5,2,2010,1,0,2,3921.52
5.5,1,2015,3,0,10,1081.97
10.0,1,2015,3,0,16,1907.91
4.9,3,2012,8,6,14,976.46
18.1,5,2012,8,4,23,6308.49
21.5,1,2013,8,5,3,6662.71
5.7,1,2010,2,0,22,2165.57
17.0,3,2014,5,4,16,5354.61
16.5,1,2012,2,1,15,8570.78
6.9,1,2012,6,2,11,1496.49
11.0,1,2014,9,1,7,2051.58
9.7,1,2011,6,4,10,2011.7
10.0,1,2015,5,2,12,1678.43
4.9,3,2011,1,0,11,1014.07
7.7,1,2009,8,3,20,2443.83
7.7,1,2012,7,3,20,628.65
6.1,1,2010,9,5,8,3820.3
10.1,5,2012,7,6,3,3864.24
7.7,1,2009,5,5,17,1866.63
20.0,2,2014,7,2,4,10185.64
16.5,6,2014,8,1,21,4724.18
5.5,2,2013,8,4,19,1144.04
12.1,1,2011,6,2,0,4946.35
7.7,1,2012,8,3,12,2384.36
13.3,1,2011,1,5,1,3599.67
6.0,1,2013,11,5,21,1795.48
5.5,1,2014,10,0,20,924.27
17.7,1,2012,4,0,17,4862.4
6.9,2,2011,11,5,17,1782.48
8.5,2,2014,5,1,15,1619.5
14.0,2,2013,2,0,18,4367.91
11.7,1,2012,8,1,19,4344.68
16.5,1,2010,5,4,7,7626.58
5.5,1,2013,3,1,9,1329.09
6.5,1,2011,6,4,4,3211.52
4.1,1,2009,11,4,21,738.41
5.5,3,2013,7,0,21,1395.78
8.5,1,2014,11,4,19,956.54
5.0,1,2015,1,4,7,1109.79
11.7,2,2011,7,5,21,4951.11
12.9,1,2011,3,6,0,4985.39
6.0,1,2014,7,1,15,648.22
16.0,1,2013,12,5,12,4655.4
6.9,1,2010,3,0,6,2310.7
10.5,1,2011,4,1,15,3054.96
10.0,1,2014,4,4,21,2808.02
36.0,1,2012,9,2,18,16181.93
12.0,1,2013,9,4,19,2615.45
25.7,2,2012,9,6,3,10205.92
8.1,1,2012,5,3,9,1842.96
5.7,1,2010,7,6,16,1576.45
12.9,1,2009,7,0,4,6516.31
6.0,2,2015,2,4,14,1380.51
5.3,1,2012,4,0,10,1770.25
11.3,1,2009,5,5,12,4323.32
4.9,1,2011,3,1,8,1299.12
22.0,1,2015,2,1,9,6882.5
9.3,5,2011,5,6,14,2516.78
14.9,5,2009,12,1,23,6550.94
6.5,1,2013,12,0,10,0.0
9.7,1,2012,5,3,9,3215.49
4.1,1,2011,3,2,11,710.85
8.9,1,2010,2,3,10,2408.27
16.9,3,2010,10,3,21,0.0
9.0,1,2014,2,5,9,2639.3
8.9,1,2010,8,1,19,3004.92
7.3,1,2011,12,2,14,1154.17
10.9,2,2009,12,4,13,3794.48
13.7,1,2009,4,2,23,5727.18
7.5,1,2014,5,2,16,1098.99
6.1,1,2011,3,1,20,1430.22
6.5,1,2011,3,0,17,3835.64
14.5,1,2009,7,4,23,5624.61
57.33,1,2013,9,0,9,21854.75
7.7,3,2009,11,3,0,2325.81
7.3,1,2010,1,2,6,3177.46
8.5,1,2009,7,0,15,1865.99
7.3,1,2009,2,3,8,2962.56
49.8,1,2010,12,4,17,3422.94
9.5,2,2012,10,4,11,2524.55
10.5,1,2009,3,3,9,3395.61
4.5,1,2015,4,4,19,807.89
5.5,1,2013,10,0,19,1263.38
12.9,1,2011,12,3,8,5290.74
16.5,2,2010,1,6,1,532.69
10.9,1,2009,4,3,0,3762.28
13.7,4,2010,9,6,16,19192.23
17.3,1,2011,11,5,10,6685.37
18.9,1,2009,6,1,7,6772.48
5.0,4,2013,12,6,14,559.14
5.0,1,2014,5,3,19,859.6
8.1,3,2011,7,6,1,2442.4
12.0,1,2013,8,4,7,2816.6
4.5,1,2009,1,5,12,663.51
5.0,5,2015,5,1,22,1529.54
9.7,2,2010,3,5,22,2813.16
7.7,1,2012,2,2,7,2412.28
22.5,2,2012,6,1,21,14120.85
6.1,1,2012,6,1,11,1669.83
9.7,2,2011,9,1,22,2312.0
14.9,1,2011,9,2,14,5063.9
6.9,1,2011,2,3,4,2284.93
7.7,2,2011,5,6,22,2178.87
6.5,1,2013,1,2,5,1779.92
6.5,2,2010,2,3,20,2026.96
14.5,1,2011,2,3,17,4929.19
7.5,1,2012,9,4,8,1768.84
9.7,1,2012,6,4,6,3548.67
8.3,2,2009,3,0,19,1930.09
10.5,4,2012,9,2,19,2896.86
38.83,1,2014,3,6,14,11967.76
7.3,2,2011,6,1,13,1736.77
8.1,1,2011,12,3,19,3175.49
57.33,1,2013,9,0,16,21607.43
10.9,1,2009,1,4,6,3346.38
10.0,1,2014,7,1,19,2801.26
4.5,2,2010,8,3,21,778.53
5.3,1,2011,9,4,11,1054.75
45.0,1,2010,10,4,22,19725.85
5.3,1,2009,4,2,14,1105.99
4.9,1,2010,2,4,13,1329.25
5.3,1,2011,8,6,15,1096.19
5.0,1,2014,3,4,6,1127.99
12.0,5,2013,12,4,13,73.03
13.3,1,2011,4,3,1,7137.82
4.9,1,2012,5,0,1,1523.39
8.0,1,2013,2,2,5,2138.1
4.5,1,2009,1,2,21,1218.2
22.5,5,2014,10,5,18,4886.86
9.5,3,2014,1,2,21,2056.2
6.1,1,2010,6,3,8,1595.11
7.3,1,2011,6,3,15,1530.74
7.0,1,2014,5,4,15,1441.16
8.5,5,2009,3,4,21,2973.91
8.5,1,2013,6,3,12,1904.52
9.7,5,2012,4,3,14,2437.42
6.5,1,2013,4,4,22,1523.35
7.5,2,2012,11,1,7,2112.47
3.7,1,2010,1,5,16,425.61
4.9,1,2010,10,6,1,1286.73
26.33,2,2014,7,2,15,7284.2
8.9,2,2011,4,2,15,3953.04
14.1,3,2010,9,1,15,455.08
10.0,1,2014,3,3,8,3178.36
39.5,6,2013,11,5,6,15637.14
3.7,1,2011,7,2,1,1182.26
4.9,1,2010,3,4,18,1004.19
16.5,1,2009,12,4,19,7059.97
7.3,5,2009,7,1,7,3481.58
8.9,2,2009,4,4,8,2210.74
15.3,3,2010,2,6,17,4778.16
26.1,1,2009,10,6,2,11330.22
25.3,1,2009,12,3,0,14576.58
10.1,1,2009,3,4,12,2662.72
49.8,1,2012,6,2,20,20922.8
21.3,1,2010,12,3,19,5551.78
5.5,6,2013,7,4,13,1012.72
4.5,2,2010,4,5,1,1223.59
6.0,1,2014,9,2,8,1409.63
12.5,6,2013,4,3,18,1780.67
10.5,1,2015,5,1,1,1886.34
31.8,2,2012,10,6,14,7286.94
13.7,5,2009,2,4,18,5525.83
4.9,1,2011,9,2,14,1237.06
5.5,6,2012,9,4,22,754.02
3.7,1,2009,5,0,21,202.05
21.7,1,2012,4,1,21,7976.07
10.5,1,2009,3,5,14,3382.03
15.3,1,2010,12,2,9,6538.33
7.3,1,2012,6,6,7,2427.42
26.1,1,2011,12,1,9,9044.5
9.0,1,2013,12,6,11,2491.83
12.1,1,2012,7,2,16,1500.14
10.1,2,2012,5,3,20,2314.12
6.5,1,2013,9,3,10,1502.35
8.5,2,2010,1,5,8,2871.12
5.3,1,2010,12,0,16,0.0
4.5,1,2013,6,6,7,1302.78
4.5,3,2010,10,2,13,667.3
9.3,1,2010,5,0,21,2701.84
12.1,1,2009,10,3,9,4600.71
9.0,1,2013,2,0,20,2005.77
7.7,6,2012,8,1,13,2126.93
9.7,1,2009,4,3,9,2046.09
4.0,1,2013,11,2,15,636.44
14.1,1,2011,1,2,19,6481.85
12.1,1,2011,4,1,8,3328.51
8.1,1,2009,4,3,19,2058.82
49.57,1,2010,6,3,16,19184.33
8.0,1,2013,7,5,13,2001.72
3.7,5,2012,3,1,13,396.69
6.5,2,2012,3,3,20,1875.62
6.1,1,2012,6,2,15,727.15
7.3,1,2011,6,1,8,2081.99
9.0,1,2015,5,5,1,3548.05
8.5,1,2010,4,3,12,1827.87
6.5,2,2010,5,5,0,2294.55
10.5,1,2010,8,5,21,4874.05
21.0,1,2013,7,1,3,9643.31
5.3,1,2011,2,5,17,0.0
16.0,1,2014,6,6,6,4597.85
12.0,4,2012,9,6,21,3582.22
13.3,1,2011,4,5,13,3432.43
6.5,3,2014,2,0,11,930.21
3.7,6,2012,8,2,11,682.05
9.7,2,2012,2,3,13,1705.6
10.1,1,2011,12,4,12,4844.67
8.0,1,2013,12,2,12,1553.07
3.7,1,2009,2,4,7,1009.14
